"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Content/Items/Armor.d:1096","Starożytna zbroja magiczna","","","","ORE_ARMOR_M.name","",""
"Content/Items/Armor.d:1117","Tę starożytną zbroję wykonano z magicznej rudy.","","","","ORE_ARMOR_M.TEXT[0]","",""
"Content/Items/Armor.d:1129","Wzmocniona zbroja magiczna","","","","ORE_ARMOR_H.name","",""
"Content/Items/Armor.d:1148","Kowal Stone jeszcze ją ulepszył!","","","","ORE_ARMOR_H.TEXT[0]","",""
"Content/Items/Armor.d:1166","Szata sędziego","","","","LAW_ARMOR.name","",""
"Content/Items/Armor.d:1206","Pancerz Straży Królewskiej","","","","GRD_ARMOR_I.name","",""
"Content/Items/Armor.d:1242","Goła babka","","","","BAB_ARMOR_NUDE.name","",""
"Content/Items/Armor.d:1264","Babka w bikini","","","","BAB_ARMOR_BIKINI.name","",""
"Content/Items/Food.d:58","Mięso chrząszczy. Smaczne po ugotowaniu, na surowo już nie bardzo.","来自肉虫的肉。煮熟后味道很好，生吃则不太好吃。","","","ItAt_Meatbug_01_description","",""
"Content/Items/Food.d:61","Mięso chrząszcza","","","","ItAt_Meatbug_01.name","",""
"Content/Items/Food.d:85","Te jabłka symbolizują monopol handlowy Starego Obozu.","这些苹果是旧营地贸易垄断的象征。","","","ItFo_Apple_description","",""
"Content/Items/Food.d:88","Jabłko","","","","ItFoApple.name","",""
"Content/Items/Food.d:113","Winogrona","","","","ItFo_wineberrys_01.name","",""
"Content/Items/Food.d:135","Podstawa żywienia w Kolonii – stała podaż sprawia, że brzuchy są pełne, co oddala ryzyko buntu.","殖民地的主食，其稳定的供应能让人们填饱肚子，从而不会有动乱的想法。","","","ItFo_Loaf_description","",""
"Content/Items/Food.d:136","Podstawa żywienia w Kolonii – stała podaż sprawia,","","","","ItFo_Loaf_description_1","",""
"Content/Items/Food.d:137","że brzuchy są pełne, co oddala ryzyko buntu.","","","","ItFo_Loaf_description_2","",""
"Content/Items/Food.d:142","Chleb","","","","ItFoLoaf.name","",""
"Content/Items/Food.d:165","Smażone mięso","","","","ItFo_Mutton_01_name","",""
"Content/Items/Food.d:166","Mięso liźnięte ogniem napełnia brzuch i ogrzewa duszę.","经过火烤，不仅能够充饥，还能温暖心灵。","","","ItFo_Mutton_01_description","",""
"Content/Items/Food.d:192","Surowe mięso","生肉","","","ItFo_Muttonraw","",""
"Content/Items/Food.d:192","Świeża zdobycz czekająca na objęcia płomieni.","刚刚猎来的鲜肉，正等待着火焰的拥抱。","","","ItFo_Muttonraw_description","",""
"Content/Items/Food.d:216","Peklowany i pyszny mięsny przysmak.","经过腌制，味道鲜美的一大份肉。","","","ItFo_Mutton_02_description","",""
"Content/Items/Food.d:221","Szynka","","","","ItFo_mutton_01.name","",""
"Content/Items/Food.d:242","Myrtański ser, zarezerwowany dla elit Starego Obozu. Jego ostry aromat unosi się w całym zamku.","米尔塔纳的奶酪，专门留给旧营地的精英。其浓郁的香气能够在整座城堡中飘散。","","","ItFo_Cheese_description","",""
"Content/Items/Food.d:243","Myrtański ser, zarezerwowany dla elit Starego Obozu.","","","","ItFo_Cheese_description_1","",""
"Content/Items/Food.d:244","Jego ostry aromat unosi się w całym zamku.","","","","ItFo_Cheese_description_2","",""
"Content/Items/Food.d:250","Ser","","","","ItFoCheese.name","",""
"Content/Items/Food.d:270","Podstawa niezależności Nowego Obozu, starannie uprawiana na strzeżonych polach. Nadwyżki napędzają handel i kształtują relacje z innymi obozami.","新营地得以独立自主的基础，从受人看护的稻田里精心培育而成。富余的大米是营地贸易的主要驱动力，奠定了营地与其他阵营之间的关系。","","","ItFo_Rice_description","",""
"Content/Items/Food.d:271","Podstawa niezależności Nowego Obozu, starannie uprawiana na strzeżonych","","","","ItFo_Rice_description_1","",""
"Content/Items/Food.d:272","polach. Nadwyżki napędzają handel i kształtują relacje z innymi obozami.","","","","ItFo_Rice_description_2","",""
"Content/Items/Food.d:279","Ryż","","","","ItFoRice.name","",""
"Content/Items/Food.d:303","Zupa korzenna","","","","ItFoSoup.name","",""
"Content/Items/Food.d:327","Potrawka z chrząszcza","","","","ItFoMeatbugragout.name","",""
"Content/Items/Food.d:350","Zupa z pełzacza","","","","ItFoCrawlersoup.name","",""
"Content/Items/Food.d:377","Choć czysta woda jest powszechnie dostępna, kontrola nad jej źródłami jest kluczowa do zachowania władzy w Kolonii.","尽管水源分布广泛，但对清洁水源的控制仍是掌握殖民地权力的关键。","","","ItFo_Potion_Water_01_description","",""
"Content/Items/Food.d:378","Choć czysta woda jest powszechnie dostępna, kontrola nad jej","","","","ItFo_Potion_Water_01_description_1","",""
"Content/Items/Food.d:379","źródłami jest kluczowa do zachowania władzy w Kolonii.","","","","ItFo_Potion_Water_01_description_2","",""
"Content/Items/Food.d:387","Woda","","","","ItFo_Potion_Water_01.name","",""
"Content/Items/Food.d:407","Importowane myrtańskie piwo to luksus Starego Obozu napędzający negocjacje i handel w kolonii karnej.","进口的米尔塔纳啤酒是旧营地的奢侈品，推动着这个流放殖民地内的各种谈判与贸易。","","","ItFo_Potion_Beer_description","",""
"Content/Items/Food.d:409","Importowane myrtańskie piwo to luksus Starego Obozu","","","","ItFo_Potion_Beer_description_1","",""
"Content/Items/Food.d:410","napędzający negocjacje i handel w kolonii karnej.","","","","ItFo_Potion_Beer_description_2","",""
"Content/Items/Food.d:417","Piwo","","","","ItFoBeer.name","",""
"Content/Items/Food.d:436","Symbol powiązań Starego Obozu ze światem zewnętrznym – rzadki luksus spotykany przy stołach baronów rudy.","这是旧营地有权与外界联系的象征，也是矿石大亨餐桌上难得一见的稀有奢侈品。","","","ItFo_Potion_Wine_description","",""
"Content/Items/Food.d:438","Symbol powiązań Starego Obozu ze światem zewnętrznym –","","","","ItFo_Potion_Wine_description_1","",""
"Content/Items/Food.d:439","rzadki luksus spotykany przy stołach baronów rudy.","","","","ItFo_Potion_Wine_description_2","",""
"Content/Items/Food.d:448","Wino","","","","ItFoWine.name","",""
"Content/Items/Food.d:465","Duma Nowego Obozu, destylowana z poletek ryżowych. Ten mocny alkohol służy za walutę i zacieśnia społeczne więzi, symbolizując zaradność obozu.","新营地的骄傲，由稻谷蒸馏而成。这种蒸馏烈酒既充当货币也充当着社会的润滑剂，体现了营地的物产丰沛","","","ItFo_Potion_Booze_description","",""
"Content/Items/Food.d:467","Duma Nowego Obozu, destylowana z poletek ryżowych. Ten mocny alkohol","","","","ItFo_Potion_Booze_description_1","",""
"Content/Items/Food.d:468","służy za walutę i zacieśnia społeczne więzi, symbolizując zaradność obozu.","","","","ItFo_Potion_Booze_description_2","",""
"Content/Items/Food.d:477","Ryżówka","","","","ItFoBooze.name","",""
"Content/Items/Food.d:498","Dzikie jagody występujące w mniej ujarzmionych regionach Kolonii. Ich zbieranie często wiąże się z ryzykiem dla życia i zdrowia.","在殖民地还不那么驯服的地区发现的野生浆果。收集这种野果往往需要冒生命危险。","","","ItFo_Plants_Berrys_01_description","",""
"Content/Items/Food.d:500","Dzikie jagody występujące w mniej ujarzmionych regionach Kolonii.","","","","ItFo_Plants_Berrys_01_description_1","",""
"Content/Items/Food.d:502","Ich zbieranie często wiąże się z ryzykiem dla życia i zdrowia.","","","","ItFo_Plants_Berrys_01_description_2","",""
"Content/Items/Food.d:510","Jagody","","","","ItFo_Plants_Berrys_01.name","",""
"Content/Items/Food.d:537","Ogniocierń","","","","ItFo_Plants_Flameberry_01.name","",""
"Content/Items/Food.d:554","Roślina powszechnie występująca w dolinie, kluczowa dla produktywności Kolonii. Jej regenerujące działanie napędza więzienną siłę roboczą.","在山谷中很常见，对于保障殖民地的生产力至关重要。它促进恢复的功效能让囚犯们得以继续劳作。","","","ItFo_Plants_Seraphis_01_description","",""
"Content/Items/Food.d:556","Roślina powszechnie występująca w dolinie, kluczowa dla produktywności","","","","ItFo_Plants_Seraphis_01_description_1","",""
"Content/Items/Food.d:559","Kolonii. Jej regenerujące działanie napędza więzienną siłę roboczą.","","","","ItFo_Plants_Seraphis_01_description_2","",""
"Content/Items/Food.d:567","Serafis","","","","ItFo_Plants_Seraphis_01.name","",""
"Content/Items/Food.d:596","Velais","","","","ItFo_Plants_Velayis_01.name","",""
"Content/Items/Food.d:622","Górski mech","","","","ItFo_Plants_mountainmoos_01.name","",""
"Content/Items/Food.d:648","Mech nagrobny","","","","ItFo_Plants_mountainmoos_02.name","",""
"Content/Items/Food.d:674","Psianka","","","","ItFo_Plants_Nightshadow_01.name","",""
"Content/Items/Food.d:700","Kocianka","","","","ItFo_Plants_Nightshadow_02.name","",""
"Content/Items/Food.d:726","Orkowe ziele","","","","ItFo_Plants_OrcHerb_01.name","",""
"Content/Items/Food.d:752","Liść dębu","","","","ItFo_Plants_OrcHerb_02.name","",""
"Content/Items/Food.d:780","Piekielnik","","","","ItFo_Plants_mushroom_01.name","",""
"Content/Items/Food.d:806","Gorzki chleb","","","","ItFo_Plants_mushroom_02.name","",""
"Content/Items/Food.d:835","Zioła uzdrawiające","","","","ItFo_Plants_Herb_01.name","",""
"Content/Items/Food.d:862","Zioła uzdrawiające","","","","ItFo_Plants_Herb_02.name","",""
"Content/Items/Food.d:888","Zioła uzdrawiające","","","","ItFo_Plants_Herb_03.name","",""
"Content/Items/Food.d:915","Nasienie czerwonego buka","","","","ItFo_Plants_Bloodwood_01.name","",""
"Content/Items/Food.d:941","Nasienie wysokiego dębu","","","","ItFo_Plants_Towerwood_01.name","",""
"Content/Items/Food.d:968","Krucze ziele","","","","ItFo_Plants_RavenHerb_01.name","",""
"Content/Items/Food.d:994","Czarne ziele","","","","ItFo_Plants_RavenHerb_02.name","",""
"Content/Items/Food.d:1020","Twardzień","","","","ItFo_Plants_Stoneroot_01.name","",""
"Content/Items/Food.d:1046","Dragrot","","","","ItFo_Plants_Stoneroot_02.name","",""
"Content/Items/Food.d:1074","Trolest","","","","ItFo_Plants_Trollberrys_01.name","",""
"Content/Items/Melee_weapons.d:10","Towarzysz Kopacza. Ta prymitywna, lecz skuteczna broń jest odzwierciedleniem brutalnej prostoty życia w Kolonii.","矿工的伙伴。其简陋的功用体现了单调得过分的殖民地生活","","","ItMw_1H_Mace_Club_01_description","",""
"Content/Items/Melee_weapons.d:11","Towarzysz Kopacza. Ta prymitywna, lecz skuteczna broń","","","","ItMw_1H_Mace_Club_01_description_1","",""
"Content/Items/Melee_weapons.d:12","jest odzwierciedleniem brutalnej prostoty życia w Kolonii.","","","","ItMw_1H_Mace_Club_01_description_2","",""
"Content/Items/Melee_weapons.d:15","Pałka","","","","ItMw_1H_Club_01.name","",""
"Content/Items/Melee_weapons.d:44","Pogrzebacz","","","","ItMw_1H_Poker_01.name","",""
"Content/Items/Melee_weapons.d:71","Sierp","","","","ItMw_1H_Sickle_01.name","",""
"Content/Items/Melee_weapons.d:97","Kilof","镐","","","ItMw_2H_Axe_Pickaxe","",""
"Content/Items/Melee_weapons.d:98","Kilof to podstawowe narzędzie w Kolonii. Można nim wydobywać magiczną rudę, która jest główną walutą wykorzystywaną przez obozy. W doświadczonych rękach kilof może również posłużyć jako broń.","镐是殖民地里最为重要的工具，用其开采出的魔法矿石驱动着营地的政治。在熟练的人手中，它也足以当作武器来使用。","","","ItMw_2H_Axe_Pickaxe_description","",""
"Content/Items/Melee_weapons.d:99","Kilof to podstawowe narzędzie w Kolonii. Można nim wydobywać","","","","ItMw_2H_Axe_Pickaxe_description_1","",""
"Content/Items/Melee_weapons.d:100","magiczną rudę, która jest główną walutą wykorzystywaną przez obozy.","","","","ItMw_2H_Axe_Pickaxe_description_2","",""
"Content/Items/Melee_weapons.d:101","W doświadczonych rękach kilof może również posłużyć jako broń.","","","","ItMw_2H_Axe_Pickaxe_description_3","",""
"Content/Items/Melee_weapons.d:135","Młot kowalski","","","","ItMw_1H_Sledgehammer_01.name","",""
"Content/Items/Melee_weapons.d:163","Pałka","","","","ItMw_1H_Mace_Light_01.name","",""
"Content/Items/Melee_weapons.d:189","Siekiera","","","","ItMw_1H_Hatchet_01.name","",""
"Content/Items/Melee_weapons.d:216","Zardzewiały miecz","","","","ItMw_1H_Sword_Old_01.name","",""
"Content/Items/Melee_weapons.d:243","Kij z gwoździem","","","","ItMw_1H_Nailmace_01.name","",""
"Content/Items/Melee_weapons.d:272","Krótki miecz","","","","ItMw_1H_Sword_Short_01.name","",""
"Content/Items/Melee_weapons.d:295","Prosty krótki miecz ze srebrną głowicą. Jego niewielki rozmiar sprawia, że świetnie sprawdza się w szybkiej walce na krótki dystans.","一把带有银色剑柄的简朴短剑。小巧的尺寸非常适合近距离的快速战斗。","","","ItMw_1H_Sword_Short_02_description","",""
"Content/Items/Melee_weapons.d:296","Prosty krótki miecz ze srebrną głowicą. Jego niewielki rozmiar sprawia,","","","","ItMw_1H_Sword_Short_02_description_1","",""
"Content/Items/Melee_weapons.d:297","że świetnie sprawdza się w szybkiej walce na krótki dystans.","","","","ItMw_1H_Sword_Short_02_description_2","",""
"Content/Items/Melee_weapons.d:303","Chłopski miecz","","","","ItMw_1H_Sword_Short_02.name","",""
"Content/Items/Melee_weapons.d:333","Język topielca","","","","ItMw_1H_Sword_Short_03.name","",""
"Content/Items/Melee_weapons.d:360","Kłujący cierń","","","","ItMw_1H_Sword_Short_04.name","",""
"Content/Items/Melee_weapons.d:387","Ząb Kopacza","","","","ItMw_1H_Sword_Short_05.name","",""
"Content/Items/Melee_weapons.d:416","Wyszczerbiony topór","","","","ItMw_1H_Axe_Old_01.name","",""
"Content/Items/Melee_weapons.d:445","Siekacz","","","","ItMw_1H_Scythe_01.name","",""
"Content/Items/Melee_weapons.d:471","Kostur","","","","ItMw_2H_Staff_01.name","",""
"Content/Items/Melee_weapons.d:498","Laska sędziowska","","","","ItMw_2H_Staff_02.name","",""
"Content/Items/Melee_weapons.d:524","Laska kapłańska","","","","ItMw_2H_Staff_03.name","",""
"Content/Items/Melee_weapons.d:553","Lekki miecz Strażnika","","","","ItMw_1H_LightGuardsSword_03.name","",""
"Content/Items/Melee_weapons.d:583","Maczuga","","","","ItMw_1H_Mace_01.name","",""
"Content/Items/Melee_weapons.d:609","Ćwiekowana maczuga","","","","ItMw_1H_Mace_02.name","",""
"Content/Items/Melee_weapons.d:631","Przerażająca maczuga z metalową głowicą obitą kolcami. Stworzona tak, by imitować śmiercionośne użądlenie krwiopijców żyjących na terenie Kolonii. Uwielbiana przez Szkodników. Jej charakterystyczny wygląd wzbudza strach.","一把残忍的钉头锤，金属头部带有尖刺，仿照殖民地血蝇的致命毒针而制成。深受恶徒们的青睐，其独特的设计令人恐惧。","","","ItMw_1H_Mace_03_description","",""
"Content/Items/Melee_weapons.d:632","Przerażająca maczuga z metalową głowicą obitą kolcami. Stworzona tak,","","","","ItMw_1H_Mace_03_description_1","",""
"Content/Items/Melee_weapons.d:633","by imitować śmiercionośne użądlenie krwiopijców żyjących na terenie Kolonii.","","","","ItMw_1H_Mace_03_description_2","",""
"Content/Items/Melee_weapons.d:635","Uwielbiana przez Szkodników. Jej charakterystyczny wygląd wzbudza strach.","","","","ItMw_1H_Mace_03_description_3","",""
"Content/Items/Melee_weapons.d:643","Żądło krwiopijcy","","","","ItMw_1H_Mace_03.name","",""
"Content/Items/Melee_weapons.d:672","Stalowy język","","","","ItMw_1H_Mace_04.name","",""
"Content/Items/Melee_weapons.d:693","Zwykły stalowy miecz z nieco zakrzywioną rękojeścią. Standardowe wyposażenie niższych rangą Strażników ze Starego Obozu.","带有微弯剑柄的基本款钢剑。旧营地低级守卫的标配装备。","","","ItMw_1H_Sword_01_description","",""
"Content/Items/Melee_weapons.d:695","Zwykły stalowy miecz z nieco zakrzywioną rękojeścią.","","","","ItMw_1H_Sword_01_description_1","",""
"Content/Items/Melee_weapons.d:696","Standardowe wyposażenie niższych rangą Strażników ze Starego Obozu.","","","","ItMw_1H_Sword_01_description_2","",""
"Content/Items/Melee_weapons.d:704","Niewykończony miecz","","","","ItMw_1H_Sword_01.name","",""
"Content/Items/Melee_weapons.d:735","Miecz sędziego","","","","ItMw_1H_Sword_02.name","",""
"Content/Items/Melee_weapons.d:762","Miecz Strażnika","","","","ItMw_1H_Sword_03.name","",""
"Content/Items/Melee_weapons.d:779","Dobrej jakości miecz z ozdobnym wzorem i ząbkowanym jelcem. Ze względu na swoją wszechstronność jest preferowany przez doświadczonych wojowników.","一把高品质的剑，配有带花纹的剑刃和尖头护手。因其灵活多变的特性而受到熟练战士的青睐。","","","ItMw_1H_Sword_04_description","",""
"Content/Items/Melee_weapons.d:781","Dobrej jakości miecz z ozdobnym wzorem i ząbkowanym jelcem. Ze względu na","","","","ItMw_1H_Sword_04_description_1","",""
"Content/Items/Melee_weapons.d:784","swoją wszechstronność jest preferowany przez doświadczonych wojowników.","","","","ItMw_1H_Sword_04_description_2","",""
"Content/Items/Melee_weapons.d:793","Miecz bojowy","","","","ItMw_1H_Sword_04.name","",""
"Content/Items/Melee_weapons.d:821","Miecz wojenny","","","","ItMw_1H_Sword_05.name","",""
"Content/Items/Melee_weapons.d:852","Morgensztern","","","","ItMw_1H_Mace_War_01.name","",""
"Content/Items/Melee_weapons.d:879","Żelazna maczuga","","","","ItMw_1H_Mace_War_02.name","",""
"Content/Items/Melee_weapons.d:906","Łomotacz","","","","ItMw_1H_Mace_War_03.name","",""
"Content/Items/Melee_weapons.d:933","Łamacz serc","","","","ItMw_1H_Mace_War_04.name","",""
"Content/Items/Melee_weapons.d:962","Długi miecz","","","","ItMw_1H_Sword_Long_01.name","",""
"Content/Items/Melee_weapons.d:989","Miecz Strachu","","","","ItMw_1H_Sword_Long_02.name","",""
"Content/Items/Melee_weapons.d:1015","Miecz Nienawiści","","","","ItMw_1H_Sword_Long_03.name","",""
"Content/Items/Melee_weapons.d:1042","Miecz Zwycięstwa","","","","ItMw_1H_Sword_Long_04.name","",""
"Content/Items/Melee_weapons.d:1070","Miecz Śmierci","","","","ItMw_1H_Sword_Long_05.name","",""
"Content/Items/Melee_weapons.d:1097","Młot Orków","","","","ItMw_1H_Warhammer_01.name","",""
"Content/Items/Melee_weapons.d:1124","Młot wojenny","","","","ItMw_1H_Warhammer_02.name","",""
"Content/Items/Melee_weapons.d:1151","Boski młot","","","","ItMw_1H_Warhammer_03.name","",""
"Content/Items/Melee_weapons.d:1181","Topór","","","","ItMw_1H_Axe_01.name","",""
"Content/Items/Melee_weapons.d:1208","Gruchotacz","","","","ItMw_1H_Axe_02.name","",""
"Content/Items/Melee_weapons.d:1235","Łamacz kości","","","","ItMw_1H_Axe_03.name","",""
"Content/Items/Melee_weapons.d:1264","Miecz szeroki","","","","ItMw_1H_Sword_Broad_01.name","",""
"Content/Items/Melee_weapons.d:1291","Wyrok wojownika","","","","ItMw_1H_Sword_Broad_02.name","",""
"Content/Items/Melee_weapons.d:1318","Szept burzy","","","","ItMw_1H_Sword_Broad_03.name","",""
"Content/Items/Melee_weapons.d:1345","Ręka Strażnika","","","","ItMw_1H_Sword_Broad_04.name","",""
"Content/Items/Melee_weapons.d:1373","Zardzewiały miecz oburęczny","","","","ItMw_2H_Sword_Old_01.name","",""
"Content/Items/Melee_weapons.d:1402","Zardzewiały miecz półtoraręczny","","","","ItMw_1H_Sword_Bastard_01.name","",""
"Content/Items/Melee_weapons.d:1430","Rzeźnik","","","","ItMw_1H_Sword_Bastard_02.name","",""
"Content/Items/Melee_weapons.d:1458","Kat","","","","ItMw_1H_Sword_Bastard_03.name","",""
"Content/Items/Melee_weapons.d:1484","Wrzask Berserkera","","","","ItMw_1H_Sword_Bastard_04.name","",""
"Content/Items/Melee_weapons.d:1513","Stary topór bojowy","","","","ItMw_2H_Axe_Old_01.name","",""
"Content/Items/Melee_weapons.d:1540","Krwawy żniwiarz","","","","ItMw_2H_Axe_Old_02.name","",""
"Content/Items/Melee_weapons.d:1567","Stary sędzia","","","","ItMw_2H_Axe_Old_03.name","",""
"Content/Items/Melee_weapons.d:1596","Lekki miecz dwuręczny","","","","ItMw_2H_Sword_Light_01.name","",""
"Content/Items/Melee_weapons.d:1624","Miecz nadzorcy","","","","ItMw_2H_Sword_Light_02.name","",""
"Content/Items/Melee_weapons.d:1650","Ostrze Najemnika","","","","ItMw_2H_Sword_Light_03.name","",""
"Content/Items/Melee_weapons.d:1677","Miecz królewski","","","","ItMw_2H_Sword_Light_04.name","",""
"Content/Items/Melee_weapons.d:1704","Miecz demonów","","","","ItMw_2H_Sword_Light_05.name","",""
"Content/Items/Melee_weapons.d:1733","Lekki topór bojowy","","","","ItMw_2H_Axe_light_01.name","",""
"Content/Items/Melee_weapons.d:1761","Grzmot","","","","ItMw_2H_Axe_light_02.name","",""
"Content/Items/Melee_weapons.d:1788","Chrzęst","","","","ItMw_2H_Axe_light_03.name","",""
"Content/Items/Melee_weapons.d:1817","Dwuręczniak","","","","ItMw_2H_Sword_01.name","",""
"Content/Items/Melee_weapons.d:1844","Ostrze bohatera","","","","ItMw_2H_Sword_02.name","",""
"Content/Items/Melee_weapons.d:1871","Krwawe ostrze","","","","ItMw_2H_Sword_03.name","",""
"Content/Items/Melee_weapons.d:1899","Ciężki dwuręczniak","","","","ItMw_2H_Sword_Heavy_01.name","",""
"Content/Items/Melee_weapons.d:1927","Gniewna stal","","","","ItMw_2H_Sword_Heavy_02.name","",""
"Content/Items/Melee_weapons.d:1953","Wściekła stal","","","","ItMw_2H_Sword_Heavy_03.name","",""
"Content/Items/Melee_weapons.d:1980","Mściwa stal","","","","ItMw_2H_Sword_Heavy_04.name","",""
"Content/Items/Melee_weapons.d:2009","Topór wojenny","","","","ItMw_2H_Axe_Heavy_01.name","",""
"Content/Items/Melee_weapons.d:2036","Krzyk wojownika","","","","ItMw_2H_Axe_Heavy_02.name","",""
"Content/Items/Melee_weapons.d:2063","Pięść barbarzyńcy","","","","ItMw_2H_Axe_Heavy_03.name","",""
"Content/Items/Melee_weapons.d:2090","Pięść trolla","","","","ItMw_2H_Axe_Heavy_04.name","",""
"Content/Items/Melee_weapons.d:2121","Krush Varrok","","","","ItMw2hOrcSword01.name","",""
"Content/Items/Melee_weapons.d:2148","Krush Pach","","","","ItMw2hOrcAxe01.name","",""
"Content/Items/Melee_weapons.d:2175","Krush UrRok","","","","ItMw2hOrcAxe02.name","",""
"Content/Items/Melee_weapons.d:2202","Krush Agash","","","","ItMw2hOrcAxe03.name","",""
"Content/Items/Melee_weapons.d:2229","Krush BrokDar","","","","ItMw2hOrcAxe04.name","",""
"Content/Items/Melee_weapons.d:2256","Krush Karrok","","","","ItMw2hOrcMace01.name","",""
"Content/Items/Melee_weapons.d:2281","Grachtnakk","","","","ItRwOrcstaff.name","",""
"Content/Items/Melee_weapons.d:2307","ShaBaNakk","","","","ItRwUdOrcstaff.name","",""
"Content/Items/Melee_weapons.d:2320","Zardzewiały miecz","","","","ItMw_1H_Sword_Old_01__BUSY","",""
"Content/Items/Melee_weapons.d:2320","Relikt dawnych czasów Kolonii. Ten zniszczony oręż nadal jest używany przez nowych przybyszy.","殖民地早期的遗留物，新来的人仍然在用这种磨损的刀。","","","ItMw_1H_Sword_Old_01_description","",""
"Content/Items/Melee_weapons.d:2322","Relikt dawnych czasów Kolonii. Ten zniszczony oręż","","","","ItMw_1H_Sword_Old_01_description_1","",""
"Content/Items/Melee_weapons.d:2327","nadal jest używany przez nowych przybyszy.","","","","ItMw_1H_Sword_Old_01_description_2","",""
"Content/Items/MISC.d:57","Niezbędny dla tych, którzy potrafią otwierać to, co jest zamknięte.","对于擅长开锁的人来说必不可少的工具。","","","ItKe_Lockpick_description","",""
"Content/Items/MISC.d:60","Wytrych","","","","ItKeLockpick.name","",""
"Content/Items/MISC.d:82","Klucz","","","","ItKeKey1.name","",""
"Content/Items/MISC.d:99","Klucz","","","","ItKeKey2.name","",""
"Content/Items/MISC.d:116","Klucz","","","","ItKeKey3.name","",""
"Content/Items/MISC.d:133","Klucz","","","","ItKeKey4.name","",""
"Content/Items/MISC.d:148","Klucz Cavalorna","","","","ItKeCavalorn01.name","",""
"Content/Items/MISC.d:171","Rozdrabniacz","","","","ItMiStomper.name","",""
"Content/Items/MISC.d:189","Młotek","","","","ItMiHammer.name","",""
"Content/Items/MISC.d:207","Drewniana łyżka","","","","ItMiScoop.name","",""
"Content/Items/MISC.d:226","Kolba","","","","ItMiFlask.name","",""
"Content/Items/MISC.d:246","Stal","","","","ItMiSwordraw.name","",""
"Content/Items/MISC.d:263","Rozgrzana stal","","","","ItMiSwordrawhot.name","",""
"Content/Items/MISC.d:280","Rozgrzane ostrze","","","","ItMiSwordbladehot.name","",""
"Content/Items/MISC.d:297","Ostrze","","","","ItMiSwordblade.name","",""
"Content/Items/MISC.d:321","Pochodnia","","","","ItLsTorchFirespit.name","",""
